0,1,11,0.3494208,0.2370008,0.9916755,0.81424602,13,1.6790677e-10,0.9916755,0.14107603862436766,78
0,2,2,0.9850727,0.22526434,0.98785794,0.7783893255000001,20,7.3862765e-07,0.98785794,0.20543710559896747,78
0,3,4,0.9863458,0.2277899,0.99744356,0.81642634375,16,3.854003e-06,0.99744356,0.17918737044420852,78
0,4,3,0.99834144,0.3141239,0.99936515,0.9171047233333333,15,1.6600648e-08,0.99936515,0.18071886496408035,78
0,5,0,0.99023926,0.24976034,0.99023926,0.7711518374999998,16,1.0174134e-07,0.99023926,0.16489071478548914,78
1,1,1,0.904668,0.19933824,0.9572982,0.5924794833333334,21,0.00056876184,0.9572982,0.1905501784222463,78
1,2,13,0.71942514,0.21739642,0.99611425,0.8430060566666666,18,3.1802966e-08,0.99611425,0.20158809277354928,78
1,3,5,0.99141437,0.19834746,0.9994733,0.8781493821428572,14,3.6438e-09,0.9994733,0.1587245147712939,78
1,4,2,0.9618321,0.22444208,0.97656244,0.7600898238888889,18,2.5133097e-06,0.97656244,0.18508929757711146,78
1,5,9,0.97568,0.33474922,0.9999559,0.9360674978571429,14,8.545004e-09,0.9999559,0.17186635344178514,78
2,1,0,0.9949045,0.22089007,0.9949045,0.855410350625,16,9.069414e-09,0.9949045,0.17718242939358242,78
2,2,3,0.92378664,0.30030283,0.9795645,0.8417379546153844,13,5.0921884e-09,0.9795645,0.1419911857107302,78
2,3,2,0.99546826,0.23219584,0.9982395,0.8177077238888887,18,1.3489665e-06,0.9982395,0.20013012853417406,78
2,4,9,0.7131856,0.17255665,0.9812368,0.7088100277777778,18,1.264092e-07,0.9812368,0.17058346367501961,78
2,5,13,0.5006902,0.2743027,0.9903916,0.8016637843749999,16,1.2805588e-09,0.9903916,0.16925750946264934,78
3,2,3,0.96057576,0.14680624,0.9996551,0.7288366866666667,15,5.324331e-11,0.9996551,0.1462172045878948,78
3,3,5,0.9873843,0.50603676,0.994885,0.9419402328571428,14,3.8358483e-08,0.994885,0.175145753508695,78
3,4,2,0.97905356,0.2175455,0.9936951,0.7996844116666667,18,7.589525e-09,0.9936951,0.18628208383267536,78
3,5,2,0.9990289,0.4070942,0.99978906,0.9207547668749999,16,2.0565354e-09,0.99978906,0.19310153397074742,78
4,1,7,0.98750997,0.3197646,0.99957603,0.8865070637499999,16,8.2358015e-10,0.99957603,0.1885866360174292,78
4,2,5,0.9503801,0.36196554,0.97947866,0.8812259512499999,16,1.5496129e-08,0.97947866,0.183102907064179,78
4,3,3,0.8049183,0.16201153,0.93409103,0.5319605295238095,21,1.0234201e-05,0.93409103,0.15506698722475237,78
4,4,14,0.6361087,0.19897015,0.9994646,0.9005049306249998,16,3.1453846e-09,0.9994646,0.18871275625182174,78
4,5,3,0.9998617,0.4332904,0.99998844,0.9161788646153848,13,1.3509217e-11,0.99998844,0.1550471352135722,78
5,1,4,0.9972364,0.332186,0.99995553,0.8200532810526314,19,1.2254513e-07,0.99995553,0.20621160867345567,78
5,2,2,0.9864985,0.18464547,0.9982126,0.8129961888235292,17,1.667869e-08,0.9982126,0.1835680948594156,78
5,3,6,0.9683281,0.2098724,0.99725026,0.8490220106666668,15,2.3246064e-07,0.99725026,0.16935728281948534,78
5,4,0,0.9970733,0.27239862,0.9970733,0.8691966047058823,17,2.302723e-09,0.9970733,0.19349103556442435,78
5,5,13,0.1877069,0.1877069,0.99865615,0.8548606235714286,14,4.1815515e-09,0.99865615,0.15551023856843038,78
6,1,0,0.9744947,0.20204885,0.9744947,0.6642333928571428,21,5.923709e-06,0.9744947,0.1974250539842498,78
6,2,1,0.9576619,0.20275657,0.98189366,0.72180503375,16,2.5768279e-09,0.98189366,0.15437288893404838,78
6,3,6,0.8193838,0.1873394,0.93233615,0.6432591275,20,4.3127866e-06,0.93233615,0.17067104637969047,78
6,4,6,0.8647295,0.36050284,0.99814665,0.761814030625,16,1.0963466e-06,0.99814665,0.16666842347168015,78
7,1,9,0.98648864,0.53996307,0.9986504,0.9523209,14,2.5377767e-10,0.9986504,0.172891016180712,78
7,2,2,0.9673739,0.2582546,0.99260956,0.7720046268421052,19,8.312204e-07,0.99260956,0.19478325670829924,78
7,3,11,0.75831896,0.28148678,0.9983323,0.8086027905882354,17,6.5250157e-07,0.9983323,0.18210058134150495,78
7,4,1,0.9943212,0.18129307,0.9955252,0.7860188331249999,16,1.9178378e-07,0.9955252,0.16727956139458036,78
7,5,2,0.87729913,0.16195202,0.98286897,0.6836608375,16,2.140471e-06,0.98286897,0.14828894212793423,78
8,1,1,0.97497374,0.16163398,0.97536534,0.7701679906666666,15,6.843834e-10,0.97536534,0.15121587434279546,78
8,2,13,0.8669593,0.31840733,0.9751116,0.8906063646666668,15,8.475791e-07,0.9751116,0.18614811894502808,78
8,3,4,0.99352926,0.18556817,0.9983919,0.6681175385,20,7.0905267e-06,0.9983919,0.174766887635128,78
8,4,3,0.99647105,0.5954651,0.99970967,0.9628254371428573,14,1.7633118e-08,0.99970967,0.17639426720598572,78
9,1,5,0.99026006,0.7190228,0.9963385,0.9578473605882354,17,7.683338e-09,0.9963385,0.21223993031504484,78
9,2,6,0.9638386,0.22123677,0.9835771,0.7837372545000001,20,8.1650884e-05,0.9835771,0.21625723340054184,78
9,4,3,0.97815347,0.30784437,0.99180764,0.8179391992857142,14,2.8255153e-11,0.99180764,0.15110565392512362,78
9,5,6,0.6948945,0.114499286,0.88332725,0.5794115135384615,13,5.6011853e-08,0.88332725,0.10177758826035858,78
